ID,NOMBRE,APELLIDO,ACTIVO,COMPANY,MAIL,LATITUD,LONGITUD,FECHA_ENTREGA,ULTIMA_ENTREGA,CANTIDAD,MONTO
RUS-1976-128853,ira,agostino,True,BluePeak Enterprises,ira.agostino@bluepeak_enterprises.com,88°21'45'' S,53°17'53'' W,2022/11/1,2023/7/27,70T,$48860
NGA-2001-288889,amberly,kalenak,False,OptimaWorks,amberly.kalenak@optimaworks.com,43°54'26'' S,173°5'20'' W,2021/10/13,2023/3/25,35T,$23065
DEU-1985-896510,cariotta,almasi,False,VisionaryRise,cariotta.almasi@visionaryrise.com,46°37'18'' S,76°32'25'' W,2022/3/15,2024/8/14,79T,$68809
THA-1958-857099,raynell,bosco,True,Visionary Labs,raynell.bosco@visionary_labs.com,85°57'15'' N,61°29'8'' W,2023/5/21,2023/7/25,25T,$23625
PHL-1993-931039,laurene,dipietrantoni,True,NextEdge Solutions,laurene.dipietrantoni@nextedge_solutions.com,35°49'21'' S,97°48'13'' W,2022/7/13,2020/9/18,44T,$34584
COL-2010-950378,freddi,middleton,True,TechVision Labs,freddi.middleton@techvision_labs.com,1°48'32'' N,156°44'15'' E,2020/12/18,2021/12/7,68T,$36312
USA-1986-334650,briney,guillory,True,QuantumEdge,briney.guillory@quantumedge.com,47°36'39'' N,7°1'49'' W,2022/5/26,2020/11/3,100T,$75300
EGY-1956-433348,cara,kuyper,False,SwiftTech,cara.kuyper@swifttech.com,23°23'11'' N,11°28'13'' E,2021/4/19,2021/4/8,82T,$46412
PHL-1967-739338,maudie,knows,False,NextWave Tech,maudie.knows@nextwave_tech.com,78°22'53'' N,63°25'43'' W,2023/2/15,2023/8/11,53T,$44891
ETH-1974-992410,farica,sadvary,False,CoreRise,farica.sadvary@corerise.com,51°18'54'' N,144°3'32'' W,2024/5/19,2024/7/17,26T,$21762
BRA-2002-548108,marguerite,whitson,False,FutureTech,marguerite.whitson@futuretech.com,47°22'19'' N,100°21'42'' E,2021/4/26,2020/6/22,80T,$65840
NLD-1965-538650,astrix,zirin,True,NextWave Tech,astrix.zirin@nextwave_tech.com,57°56'34'' S,45°37'43'' W,2023/4/25,2020/4/17,63T,$50400
FRA-2015-852468,gwendolin,tarvin,True,PureTech,gwendolin.tarvin@puretech.com,60°51'58'' S,66°50'57'' W,2021/8/18,2020/12/11,90T,$64620
BRA-1963-454083,donica,volo,True,QuantumTech Labs,donica.volo@quantumtech_labs.com,45°15'32'' N,176°26'22'' W,2022/8/2,2024/8/26,70T,$42000
FRA-1962-206593,kaila,shanor,True,EvolvTech,kaila.shanor@evolvtech.com,60°27'40'' N,32°24'48'' W,2020/12/8,2024/3/18,58T,$29522
TUR-2005-942319,roch,offner,True,TechVision,roch.offner@techvision.com,75°50'34'' S,126°0'42'' W,2020/6/13,2022/4/25,64T,$54912
NZL-1961-899992,katrina,marinoni,False,PeakCraft,katrina.marinoni@peakcraft.com,75°5'42'' N,46°0'17'' E,2024/3/5,2024/3/2,21T,$10542
TUN-1995-442717,nanon,osmanski,True,TechEdge Solutions,nanon.osmanski@techedge_solutions.com,38°28'37'' N,176°52'49'' W,2020/5/4,2020/4/5,19T,$18278
UGA-1961-819714,jobye,shipton,True,FutureLabs,jobye.shipton@futurelabs.com,25°8'54'' S,87°49'27'' W,2023/3/21,2020/6/16,52T,$37388
MEX-1984-889100,clarie,mcclucas,False,BrightHarbor,clarie.mcclucas@brightharbor.com,41°19'37'' N,25°9'14'' E,2022/8/7,2024/12/15,14T,$10934
MEX-2012-324332,alidia,achekian,False,BrightCore,alidia.achekian@brightcore.com,56°16'35'' N,90°48'16'' W,2021/7/9,2022/5/13,30T,$23340
CAN-1960-601251,eddy,candido,False,EdgeLabs,eddy.candido@edgelabs.com,89°48'13'' N,121°9'49'' E,2021/11/13,2020/9/12,82T,$60352
SWE-1972-963390,rafa,ostrye,True,BrightPath Systems,rafa.ostrye@brightpath_systems.com,27°47'18'' N,80°17'22'' E,2023/2/14,2020/1/19,80T,$69520
NZL-1979-289459,andee,byran,True,TechPrime,andee.byran@techprime.com,69°27'1'' N,164°5'20'' W,2020/10/16,2020/10/1,30T,$23130
DEU-1998-109040,nerissa,marlene,True,FusionPeak,nerissa.marlene@fusionpeak.com,49°59'29'' S,19°37'18'' E,2024/11/23,2020/4/27,14T,$12726
TUN-2007-854775,charity,guel,True,ClearShift,charity.guel@clearshift.com,8°13'36'' N,92°59'46'' E,2024/9/11,2020/11/9,75T,$67500
SGP-1992-283266,gael,frankenfeld,False,TechTide Labs,gael.frankenfeld@techtide_labs.com,25°52'38'' N,38°31'28'' E,2023/8/13,2023/7/3,67T,$45024
UGA-2023-964004,noami,cappelluti,True,RedVision,noami.cappelluti@redvision.com,59°48'11'' N,51°24'9'' W,2023/9/3,2020/10/25,61T,$44225
TUR-2016-238095,othelia,donkervoet,True,FusionEdge Labs,othelia.donkervoet@fusionedge_labs.com,61°24'35'' S,102°15'3'' W,2021/1/13,2023/1/10,69T,$64653
NLD-2008-663715,rozalin,sunn,True,BrightTide,rozalin.sunn@brighttide.com,25°51'3'' S,42°32'41'' W,2022/3/15,2024/6/12,72T,$72000
DZA-2024-673105,ceciley,aguallo,False,RedHarbor,ceciley.aguallo@redharbor.com,46°18'38'' S,91°30'17'' W,2022/3/15,2020/8/19,51T,$40647
ITA-1971-204217,nathalia,czap,False,SkyEdge,nathalia.czap@skyedge.com,15°3'30'' N,167°30'12'' E,2020/8/20,2020/7/24,62T,$54126
SAU-1969-853007,elsinore,pajerski,False,CoreStream,elsinore.pajerski@corestream.com,49°50'48'' S,121°31'2'' E,2021/11/20,2021/10/12,75T,$71175
POL-1976-202840,roanne,krostag,True,NextCraft Labs,roanne.krostag@nextcraft_labs.com,58°23'12'' N,12°43'10'' E,2021/1/16,2024/12/12,38T,$22420
THA-1993-792410,del,strawther,True,PeakFusion,del.strawther@peakfusion.com,4°35'2'' N,74°28'17'' E,2024/6/10,2021/6/20,44T,$31812
THA-2001-866516,natala,wintermute,False,SkyVision,natala.wintermute@skyvision.com,70°37'35'' N,35°20'24'' W,2022/5/22,2022/5/9,66T,$33462
JPN-1957-164484,deloris,shack,False,QuantumCraft,deloris.shack@quantumcraft.com,54°24'16'' S,173°40'49'' E,2020/2/8,2021/1/21,62T,$58838
WSM-2010-159909,cari,petty,True,RedShift Labs,cari.petty@redshift_labs.com,87°19'40'' N,1°55'6'' W,2023/5/26,2022/3/16,50T,$47450
THA-1985-358735,charil,crescenti,True,GlobalStream,charil.crescenti@globalstream.com,48°21'50'' N,151°9'28'' W,2020/9/9,2021/1/1,54T,$34236
JPN-1984-656292,almeria,kolarik,True,FutureWorks,almeria.kolarik@futureworks.com,77°11'18'' N,66°51'29'' E,2020/7/3,2021/2/25,48T,$44784
NLD-1995-685811,aila,broom,True,IntelliTech,aila.broom@intellitech.com,57°26'19'' S,113°12'44'' W,2021/8/22,2020/8/9,60T,$56640
FJI-1997-390280,jackie,beranek,False,FocusWave,jackie.beranek@focuswave.com,61°17'28'' N,114°37'54'' E,2024/6/10,2023/8/23,69T,$59547
CHE-1952-175447,clementine,cornford,True,CleverSpark,clementine.cornford@cleverspark.com,28°37'50'' N,178°28'46'' W,2022/11/9,2020/3/26,81T,$75816
VNM-1975-717590,karil,zelada,False,TechFusion,karil.zelada@techfusion.com,76°58'14'' N,28°3'13'' W,2021/8/24,2022/11/20,91T,$61971
TUR-1967-276180,viviene,shoemake,True,Visionary Labs,viviene.shoemake@visionary_labs.com,42°57'11'' S,131°45'28'' W,2023/9/15,2021/10/18,100T,$64000
SWE-2018-931011,mei,weyers,True,BrightCraft,mei.weyers@brightcraft.com,72°29'8'' N,45°29'55'' W,2020/7/12,2021/3/22,53T,$42718
CHE-2011-548162,sabra,lebon,True,StarBridge,sabra.lebon@starbridge.com,15°11'49'' N,58°7'17'' W,2023/12/18,2020/11/24,35T,$19250
ARG-2023-304840,rhetta,winnicki,True,FusionCore Solutions,rhetta.winnicki@fusioncore_solutions.com,4°44'51'' S,60°14'31'' W,2021/8/1,2024/10/13,22T,$18876
COL-2016-909204,celesta,disimone,False,FutureHarbor,celesta.disimone@futureharbor.com,47°26'24'' N,86°25'17'' W,2020/10/5,2020/2/27,17T,$10506
PNG-2018-496342,sisely,scarnato,True,TechFusion Solutions,sisely.scarnato@techfusion_solutions.com,72°27'58'' S,121°13'44'' E,2020/9/23,2020/4/22,18T,$12042
PHL-1990-898542,nerita,pinales,False,OpalTech,nerita.pinales@opaltech.com,24°41'55'' N,42°22'8'' W,2020/2/20,2023/12/3,84T,$80220
VNM-2015-450668,deborah,rockey,True,TechTide,deborah.rockey@techtide.com,27°20'33'' N,61°51'34'' W,2022/3/26,2024/12/21,90T,$47250
FRA-1951-525405,christel,pennington,True,RedCore,christel.pennington@redcore.com,1°15'46'' N,6°10'43'' E,2024/8/26,2024/9/1,86T,$84452
BRA-1966-885990,wilmette,taddio,False,SwiftTech Labs,wilmette.taddio@swifttech_labs.com,32°25'47'' N,116°18'38'' W,2024/8/11,2021/10/8,84T,$83748
PER-1997-549994,yetta,hasselbarth,True,SwiftPath,yetta.hasselbarth@swiftpath.com,14°39'25'' N,64°26'38'' E,2024/4/1,2023/11/21,15T,$11370
MEX-1992-960783,josephine,cancer,True,TechForge,josephine.cancer@techforge.com,9°41'50'' N,19°14'38'' W,2023/6/20,2023/4/25,76T,$42028
SGP-2004-700926,harli,kohler,True,SkyFlow,harli.kohler@skyflow.com,74°20'7'' S,164°25'33'' W,2020/9/14,2024/1/22,26T,$15834
SGP-2002-907979,lynnea,imperatore,False,TechVanguard Labs,lynnea.imperatore@techvanguard_labs.com,49°51'21'' N,32°58'4'' E,2023/9/24,2023/11/2,93T,$68355
NLD-1957-112856,jacquelin,blommel,True,TrueFusion,jacquelin.blommel@truefusion.com,71°35'31'' S,171°17'15'' E,2022/11/25,2024/6/20,24T,$16560
TUN-1998-309966,irita,hodder,False,RedShift Systems,irita.hodder@redshift_systems.com,83°31'40'' S,145°59'43'' E,2022/3/12,2023/2/8,94T,$49350
SAU-1957-537729,lesya,croak,True,FusionPoint,lesya.croak@fusionpoint.com,34°4'49'' N,76°0'7'' W,2022/11/26,2020/8/7,43T,$35346
AUS-1976-520009,reba,oley,False,GreenWave,reba.oley@greenwave.com,39°31'7'' S,27°7'54'' E,2024/1/13,2023/12/16,59T,$37229
EGY-1991-334197,felita,tyon,True,BrightTide Labs,felita.tyon@brighttide_labs.com,66°34'39'' N,70°25'54'' E,2024/9/1,2020/3/14,77T,$66220
CHL-1983-506133,hillary,wurst,False,MomentumTech,hillary.wurst@momentumtech.com,50°48'40'' S,16°56'34'' W,2021/8/26,2021/8/11,17T,$8959
CAN-2013-861371,joanne,bober,True,SkyTide,joanne.bober@skytide.com,49°29'24'' N,13°19'1'' E,2024/2/2,2020/8/27,33T,$16566
NZL-2004-406723,yasmeen,been,True,BlueRise,yasmeen.been@bluerise.com,6°1'30'' N,131°12'51'' E,2020/5/3,2021/3/26,62T,$31062
KEN-1977-293215,kathlin,konzen,False,TechVanguard,kathlin.konzen@techvanguard.com,40°4'54'' S,38°10'50'' W,2022/4/22,2023/12/10,55T,$49390
SGP-1953-403893,helaine,sarr,False,BrightFusion Labs,helaine.sarr@brightfusion_labs.com,40°37'7'' S,126°14'17'' E,2024/1/25,2022/6/20,52T,$33852
PER-1954-660972,myrtia,vasso,True,FutureBridge,myrtia.vasso@futurebridge.com,40°36'59'' S,172°32'11'' W,2022/12/4,2023/7/9,65T,$59800
SWE-1959-703623,lexy,waltos,True,CoreShift,lexy.waltos@coreshift.com,1°36'10'' S,54°54'57'' W,2024/6/4,2022/12/27,73T,$50297
VEN-2006-816689,janina,gattie,False,TechNext,janina.gattie@technext.com,19°13'19'' S,164°16'17'' E,2021/9/22,2022/2/18,33T,$26103
GBR-1984-621025,peta,sapper,True,PrimeTech,peta.sapper@primetech.com,21°40'28'' S,43°44'2'' E,2020/7/1,2023/2/21,95T,$82080
IND-1958-376292,erma,verhague,True,IntelliTech,erma.verhague@intellitech.com,81°7'17'' S,17°49'33'' E,2021/10/4,2022/11/23,73T,$58327
NZL-1973-682358,viviana,marriot,False,ElevateLabs,viviana.marriot@elevatelabs.com,32°13'55'' N,96°48'24'' E,2023/1/25,2020/6/19,41T,$30791
VEN-1976-172783,anita,casillo,False,TechHarbor Solutions,anita.casillo@techharbor_solutions.com,46°28'46'' S,146°1'33'' W,2020/5/18,2022/4/5,54T,$52380
CHL-1966-492869,marjorie,eckstein,True,BrightBridge,marjorie.eckstein@brightbridge.com,41°8'52'' N,65°13'53'' W,2023/10/17,2021/12/2,83T,$58764
DZA-1980-923721,shelley,holbach,False,FusionLabs,shelley.holbach@fusionlabs.com,9°56'51'' S,65°16'2'' W,2023/3/22,2020/7/8,73T,$60809
TUR-2003-932724,keriann,willmann,False,RedPath,keriann.willmann@redpath.com,75°41'47'' S,90°46'11'' E,2023/6/11,2024/2/25,64T,$53312
MEX-2022-394793,cherey,veteto,True,OptimaWorks,cherey.veteto@optimaworks.com,21°2'33'' S,4°51'3'' E,2023/5/7,2020/2/22,19T,$9880
DZA-2000-151811,carmelita,beagan,False,EdgeWorks,carmelita.beagan@edgeworks.com,37°41'58'' N,6°5'17'' E,2020/6/4,2022/9/25,39T,$34086
CHL-1962-512936,gusty,saric,True,FutureLabs,gusty.saric@futurelabs.com,42°34'21'' S,127°38'49'' E,2024/5/10,2024/8/20,53T,$37789
ESP-2009-725526,tersina,lamela,False,MegaTech,tersina.lamela@megatech.com,59°38'26'' N,167°8'52'' W,2022/8/23,2020/4/2,52T,$49868
COL-2001-875974,gail,kennet,True,FusionLabs,gail.kennet@fusionlabs.com,6°50'10'' S,99°47'17'' E,2022/12/2,2020/2/14,69T,$56097
FRA-1983-838754,enrichetta,paczkowski,False,PeakFusion,enrichetta.paczkowski@peakfusion.com,17°56'35'' N,136°15'13'' W,2024/9/10,2021/1/12,23T,$12213
RUS-1979-610589,trixie,odil,True,EdgeLabs,trixie.odil@edgelabs.com,54°14'58'' S,49°21'30'' E,2022/12/13,2022/5/26,43T,$34013
VEN-2016-390596,melisa,torell,True,InnovativeHarbor,melisa.torell@innovativeharbor.com,51°53'20'' S,103°33'24'' W,2020/3/11,2024/12/21,97T,$66930
SGP-1954-367031,carena,stady,True,FutureWorks,carena.stady@futureworks.com,18°55'10'' S,63°38'30'' W,2022/6/2,2024/7/3,31T,$30969
EGY-1970-782645,deirdre,corna,True,BlueSky Networks,deirdre.corna@bluesky_networks.com,76°5'20'' S,86°22'54'' W,2022/6/26,2021/9/7,58T,$32016
KEN-1977-271194,angelia,gavalis,True,EverRise Enterprises,angelia.gavalis@everrise_enterprises.com,54°15'42'' S,54°35'32'' W,2024/12/18,2023/5/17,90T,$82080
THA-1970-713305,arlie,grimes,True,BlueCore,arlie.grimes@bluecore.com,13°25'31'' N,29°3'11'' W,2022/5/8,2020/5/7,14T,$12936
BRA-2009-635993,merilee,blaine,True,InnovativePath,merilee.blaine@innovativepath.com,18°50'53'' S,126°6'34'' W,2021/5/2,2024/12/24,66T,$53130
KOR-1994-848712,zondra,veselka,False,SkyBridge Solutions,zondra.veselka@skybridge_solutions.com,68°13'31'' N,62°20'17'' E,2020/9/8,2021/11/13,36T,$29124
CAN-2009-760303,shelba,kiphart,True,CorePath,shelba.kiphart@corepath.com,31°36'6'' N,95°37'51'' W,2022/9/5,2020/12/18,94T,$54614
RUS-1963-686846,ninon,scherrman,True,CoreVision,ninon.scherrman@corevision.com,87°36'47'' S,94°57'51'' E,2020/6/19,2021/10/26,77T,$64218
USA-1958-889189,ellette,zeiders,True,BoldTech,ellette.zeiders@boldtech.com,12°4'28'' N,92°0'32'' W,2021/3/11,2022/8/16,91T,$58422
USA-2010-806831,callie,dumag,True,RedPeak Solutions,callie.dumag@redpeak_solutions.com,60°55'35'' S,56°39'15'' W,2020/11/16,2021/5/5,88T,$69432
ITA-1970-928208,claretta,chasnoff,True,ElevateTech Labs,claretta.chasnoff@elevatetech_labs.com,85°59'12'' S,10°31'22'' E,2021/6/22,2022/7/26,33T,$30096
AUS-1995-721040,sallee,levers,True,FocusWave,sallee.levers@focuswave.com,33°45'58'' S,35°5'18'' W,2021/12/9,2020/4/18,11T,$8283
NGA-1962-284536,gertruda,frederic,True,FutureHarbor Labs,gertruda.frederic@futureharbor_labs.com,49°22'15'' N,70°53'17'' W,2022/9/19,2023/12/8,82T,$72816
MAR-1972-729675,lois,leopold,True,TechBridge,lois.leopold@techbridge.com,48°26'18'' N,27°43'58'' E,2024/8/8,2022/10/12,32T,$31904
ETH-1997-436304,estell,ackland,True,ClearFusion,estell.ackland@clearfusion.com,18°45'0'' S,107°20'6'' E,2021/6/6,2023/4/25,31T,$30380
PNG-1987-967798,junia,perches,False,TechEdge Solutions,junia.perches@techedge_solutions.com,5°23'12'' S,170°5'13'' E,2024/4/2,2023/3/10,60T,$45180
GHA-2015-657882,florinda,truont,False,QuantumShift,florinda.truont@quantumshift.com,0°5'55'' S,152°45'32'' E,2023/6/26,2024/4/4,89T,$60965
EGY-1968-444763,reeta,paduano,False,PeakLabs,reeta.paduano@peaklabs.com,41°1'30'' N,155°41'9'' W,2020/12/15,2020/8/1,65T,$52130
JPN-1963-327880,kaitlyn,troesch,False,StarBridge,kaitlyn.troesch@starbridge.com,34°38'1'' N,18°39'53'' W,2024/5/5,2021/6/11,21T,$18186
KEN-2015-842662,adriena,kennamer,True,EdgeWorks Labs,adriena.kennamer@edgeworks_labs.com,23°15'36'' N,91°5'52'' W,2021/3/23,2023/1/11,47T,$27918
CHL-2001-326815,antonia,mcclusky,True,PrimeEdge Solutions,antonia.mcclusky@primeedge_solutions.com,0°58'49'' N,160°56'27'' E,2023/6/26,2022/8/7,33T,$25641
VEN-2005-889900,alexis,raven,True,FusionCore Solutions,alexis.raven@fusioncore_solutions.com,77°27'37'' S,19°0'46'' W,2020/9/19,2022/7/22,86T,$85398
ESP-2002-321686,becka,stealy,True,RedFusion,becka.stealy@redfusion.com,36°37'47'' N,178°51'33'' W,2023/5/26,2024/5/15,84T,$74844
WSM-2007-216254,anthe,vear,True,NextTech Solutions,anthe.vear@nexttech_solutions.com,30°18'29'' S,149°16'22'' E,2024/12/22,2022/9/12,70T,$41440
COL-1980-332231,loleta,barcello,True,BoldShift,loleta.barcello@boldshift.com,48°23'1'' N,29°20'0'' W,2020/7/21,2024/7/1,17T,$13362
PER-1983-247638,friederike,jumbo,False,BrightCore Systems,friederike.jumbo@brightcore_systems.com,65°55'55'' N,73°41'6'' W,2024/6/19,2020/9/5,37T,$22977
BRA-2020-592909,katharine,loosey,True,BrightCore,katharine.loosey@brightcore.com,30°54'32'' N,13°18'22'' W,2023/4/9,2023/7/22,41T,$38335
ETH-1966-798521,cordelie,olgvin,False,EvolvTech,cordelie.olgvin@evolvtech.com,17°9'3'' S,124°10'20'' E,2024/9/12,2020/3/27,75T,$55425
DZA-2024-893118,scarlet,olenski,False,TechEdge Solutions,scarlet.olenski@techedge_solutions.com,10°48'33'' S,115°13'7'' E,2024/7/18,2023/12/17,65T,$39650
MEX-1980-414653,rebbecca,peyatt,True,FusionPrime,rebbecca.peyatt@fusionprime.com,76°15'18'' S,38°2'14'' W,2021/3/11,2021/5/2,62T,$53754
GBR-1992-518993,nolana,svenson,True,DigitalFusion,nolana.svenson@digitalfusion.com,86°37'43'' S,66°16'6'' W,2024/8/1,2024/5/12,13T,$12831
PER-1960-159454,esma,molpus,True,FutureTech Labs,esma.molpus@futuretech_labs.com,38°38'45'' N,52°41'20'' W,2024/4/7,2020/10/1,24T,$22008
PNG-2016-202436,dana,solages,True,PureVision,dana.solages@purevision.com,24°6'52'' N,149°42'3'' E,2020/9/16,2020/9/4,14T,$10178
NGA-1986-365993,herta,frohock,True,NexTier Solutions,herta.frohock@nextier_solutions.com,88°45'40'' N,122°56'46'' E,2020/9/20,2022/7/4,25T,$15850
KEN-1963-984670,gratiana,waybright,True,NovaFusion,gratiana.waybright@novafusion.com,47°43'6'' N,66°26'3'' W,2022/4/15,2020/1/12,29T,$18821
WSM-1997-491371,devinne,floyd,True,TechStream,devinne.floyd@techstream.com,28°31'9'' S,171°1'45'' E,2022/12/11,2021/5/25,71T,$41819
FRA-1972-532201,jerrine,sakakeeny,False,FusionPrime Labs,jerrine.sakakeeny@fusionprime_labs.com,8°41'32'' N,168°9'3'' W,2021/5/16,2022/8/8,76T,$54264
POL-1959-927513,mimi,binienda,True,NeoTech,mimi.binienda@neotech.com,12°19'46'' N,12°28'43'' W,2024/1/8,2023/2/5,73T,$68912
ARG-2019-161167,coraline,evoy,False,TechBridge Labs,coraline.evoy@techbridge_labs.com,27°2'6'' N,49°38'37'' E,2021/10/2,2023/3/27,28T,$27916
ECU-2001-515984,lila,theinert,True,SwiftVision,lila.theinert@swiftvision.com,43°12'0'' S,120°16'0'' E,2022/2/14,2021/7/3,90T,$51930
GBR-1979-675441,berthe,tweten,False,VividPath Labs,berthe.tweten@vividpath_labs.com,46°56'36'' N,141°18'49'' E,2020/2/27,2024/2/20,21T,$12264
VNM-2012-534117,gwendolyn,bartelson,True,VisionLabs,gwendolyn.bartelson@visionlabs.com,28°33'48'' N,154°25'57'' W,2021/2/13,2020/8/9,90T,$45810
BRA-1980-739168,miriam,vergara,True,EdgeLabs,miriam.vergara@edgelabs.com,33°7'32'' N,27°0'50'' W,2022/9/11,2024/6/5,85T,$59160
EGY-2024-520150,emmy,hor,False,TechEdge,emmy.hor@techedge.com,63°23'50'' S,172°23'43'' W,2022/1/8,2024/12/19,81T,$63261
USA-2024-152303,tami,barak,True,BlueShift Solutions,tami.barak@blueshift_solutions.com,83°26'55'' S,13°3'25'' W,2024/6/18,2022/1/15,81T,$62937
COL-1989-208906,brigit,medak,True,SkyTech,brigit.medak@skytech.com,29°23'44'' S,165°59'32'' E,2024/6/19,2024/12/3,35T,$25830
NZL-2000-491914,emera,valentine,True,FusionShift Labs,emera.valentine@fusionshift_labs.com,21°50'6'' S,173°51'14'' E,2024/7/4,2020/12/18,56T,$47376
GBR-1968-765333,ulrika,spire,True,DigitalPath,ulrika.spire@digitalpath.com,76°50'3'' S,74°48'53'' E,2023/7/3,2024/10/19,50T,$43700
THA-1991-351652,halley,tomlison,False,BrightTech Solutions,halley.tomlison@brighttech_solutions.com,9°43'22'' N,93°39'1'' W,2020/1/3,2024/5/9,91T,$84721
NZL-1997-579547,penelopa,puraty,False,IntelliWave,penelopa.puraty@intelliwave.com,26°14'17'' N,5°7'0'' W,2022/4/10,2024/5/2,19T,$15447
PNG-1954-752572,alyssa,homburg,False,AlphaLabs,alyssa.homburg@alphalabs.com,76°47'3'' N,64°46'49'' E,2023/7/4,2020/5/2,24T,$13992
SAU-1952-640125,harlie,hochstatter,True,SkyEdge,harlie.hochstatter@skyedge.com,24°39'32'' S,155°7'43'' W,2023/3/4,2024/5/27,40T,$38720
POL-1965-369319,janean,whiteside,True,NextFusion,janean.whiteside@nextfusion.com,73°7'13'' S,178°42'6'' W,2024/10/13,2020/3/15,90T,$89370
VNM-1968-754711,francine,hartzog,True,FutureLabs,francine.hartzog@futurelabs.com,41°8'33'' N,23°20'3'' E,2022/10/27,2022/1/19,33T,$23793
ETH-1970-564411,druci,orantes,True,NextVision,druci.orantes@nextvision.com,31°14'38'' N,68°56'26'' E,2024/1/22,2021/4/26,79T,$58223
VEN-2017-799729,doe,byro,True,RedWave Solutions,doe.byro@redwave_solutions.com,33°4'31'' N,20°40'4'' E,2022/4/7,2020/5/18,26T,$22620
CHE-1992-885936,lyndel,corado,True,TrueEdge,lyndel.corado@trueedge.com,11°2'5'' N,77°10'2'' E,2022/12/2,2024/4/23,85T,$59500
TUR-2004-515679,robyn,deklerk,False,BluePrime,robyn.deklerk@blueprime.com,29°5'17'' S,84°25'8'' E,2024/3/1,2023/8/13,16T,$13136
CHL-1999-597229,cammy,brookfield,True,VisionEdge,cammy.brookfield@visionedge.com,8°18'57'' N,18°23'22'' E,2022/11/13,2024/1/11,57T,$41382
VEN-1963-782409,martha,villata,False,ApexVision,martha.villata@apexvision.com,83°49'54'' S,118°34'11'' E,2021/10/3,2021/10/2,38T,$35682
PHL-1980-262369,blinnie,korby,False,QuantumWorks,blinnie.korby@quantumworks.com,0°15'41'' N,136°6'52'' E,2020/6/3,2023/5/18,84T,$42000
DEU-1984-438010,cynde,bredeson,True,RedTech Labs,cynde.bredeson@redtech_labs.com,75°22'35'' S,109°3'54'' W,2020/9/21,2024/12/20,93T,$65937
USA-1982-330589,carly,miravalle,True,SkyShift,carly.miravalle@skyshift.com,47°43'25'' S,145°3'23'' W,2023/7/26,2020/8/5,23T,$18055
